gene	logfc	fdr
comp12129_c0_seq1_m.5947	0.1622796	0.741967111
comp1213_c0_seq1_m.317	0.913386702	0.097971682
comp12130_c0_seq1_m.38081	-0.976587942	0.836607408
comp12130_c0_seq1_m.38082	-0.080518253	0.965253713
comp12130_c0_seq2_m.38083	-0.046144977	0.988379935
comp12130_c0_seq2_m.38084	-0.080517292	0.965253713
comp12131_c0_seq1_m.25864	0.007457327	0.998722079
comp12131_c0_seq1_m.25865	0.151827209	0.965253713
comp12131_c0_seq2_m.25866	0.105823482	0.956272896
comp12131_c0_seq2_m.25867	0.151828318	0.965253713
comp12132_c0_seq1_m.17213	-0.076419826	0.93633475
comp12132_c0_seq2_m.17214	-0.076418326	0.93633475
comp12133_c0_seq1_m.5948	-0.186612508	0.792770086
comp12134_c0_seq1_m.5949	0.899787197	1.76E-05
comp12135_c0_seq1_m.25205	0.074900325	0.950957636
comp121353_c0_seq1_m.13399	1.126125197	0.452114586
comp12136_c0_seq1_m.18373	-0.038317432	0.971377037
comp12136_c0_seq1_m.18374	0.008117144	0.993716066
comp12136_c0_seq2_m.18375	-0.038315972	0.971451073
comp12136_c0_seq2_m.18376	0.008117199	0.993716066
comp12137_c0_seq1_m.5950	0.015089959	0.993578316
comp12138_c0_seq1_m.5951	5.73987539	1.65E-08
comp12138_c0_seq1_m.5952	5.53154917	1.04E-11
comp12139_c0_seq1_m.5953	0.072161145	0.924089212
comp1214_c0_seq1_m.318	-1.02367452	0.477519824
comp12140_c0_seq1_m.18741	0.326196428	0.97536335
comp12140_c0_seq2_m.18742	-0.276914113	0.715429124
comp12141_c0_seq1_m.18090	-0.133353077	0.916763913
comp12141_c0_seq2_m.18091	-0.133351229	0.916763913
comp12142_c0_seq1_m.18325	-0.04661371	0.988595463
comp12142_c0_seq1_m.18326	-0.111670799	0.830436439
comp12142_c0_seq3_m.18328	-0.04661371	0.988595463
comp12142_c0_seq3_m.18329	-0.111670688	0.830436439
comp12143_c0_seq1_m.5955	6.151961253	1.88E-13
comp12144_c0_seq1_m.38876	0.196723029	0.843592515
comp12144_c0_seq1_m.38877	0.62197507	0.727850835
comp12144_c0_seq2_m.38878	0.472337055	0.70293768
comp12145_c0_seq1_m.37891	-0.014921821	0.992054361
comp12145_c0_seq2_m.37892	-0.091512593	0.939102195
comp12146_c0_seq1_m.32323	-0.149911757	0.904009045
comp12146_c0_seq2_m.32324	0.825226488	0.401913838
comp12147_c0_seq1_m.5957	0.184845749	0.663543317
comp121472_c0_seq1_m.13400	2.295519132	2.79E-08
comp12148_c0_seq1_m.5958	0.1988642	0.913881642
comp12148_c0_seq1_m.5959	0.448164541	0.722977393
comp12149_c0_seq1_m.5960	-0.061631888	0.97536335
comp121493_c0_seq1_m.13401	-0.904335172	0.089183839
comp1215_c0_seq1_m.319	1.776249081	0.000839455
comp12150_c0_seq1_m.18316	-0.543307392	0.623393608
comp12150_c0_seq2_m.18318	-0.094025235	0.881325177
comp12151_c0_seq1_m.5962	-0.329282916	0.41237152
comp12152_c0_seq1_m.5964	0.01795654	0.984629355
comp12153_c0_seq1_m.18905	-0.251809056	0.336136375
comp12154_c0_seq1_m.5966	-0.085269375	0.935984278
comp12155_c0_seq1_m.5967	0.211034869	0.836607408
comp12156_c0_seq1_m.5968	0.064069613	0.979641573
comp12157_c1_seq1_m.19764	0.025995992	0.990414679
comp12157_c1_seq1_m.19765	0.03973515	0.987716417
comp12158_c0_seq1_m.5969	0.055054425	0.981033221
comp12158_c0_seq1_m.5970	-0.252951473	0.888617044
comp12159_c0_seq1_m.5972	-0.076137599	0.973552199
comp12161_c0_seq1_m.18122	0.254426215	0.646249426
comp12161_c0_seq2_m.18123	0.105002797	0.883712832
comp12162_c0_seq1_m.5973	0.76516886	0.003081911
comp12163_c0_seq1_m.5974	-0.370738475	0.209844826
comp12163_c0_seq1_m.5976	-1.071060169	0.483643142
comp12164_c0_seq1_m.5977	-0.27316174	0.869391575
comp12165_c0_seq1_m.30679	-0.419179667	0.450505752
comp12165_c0_seq1_m.30680	-0.503948999	0.369565226
comp12165_c0_seq3_m.30681	-0.462812645	0.401770039
comp12165_c0_seq3_m.30682	-0.50395072	0.369565226
comp12166_c0_seq1_m.37405	0.155297197	0.924782244
comp12166_c0_seq1_m.37407	0.125534839	0.964843196
comp12166_c0_seq1_m.37408	0.206053528	0.716586266
comp12166_c0_seq2_m.37409	0.921871027	0.727723018
comp12166_c0_seq2_m.37410	0.125535931	0.964843196
comp12166_c0_seq3_m.37411	-0.103324149	0.973861606
comp12166_c0_seq3_m.37412	0.206053899	0.716586266
comp12167_c0_seq1_m.5978	0.086323111	0.877990644
comp12169_c0_seq1_m.27052	-0.16120442	0.769328335
comp12169_c0_seq2_m.27050	-0.084664101	0.940697401
comp121690_c0_seq1_m.13402	-0.326297833	0.805338071
comp12170_c0_seq1_m.31185	-0.554031544	0.404311279
comp12170_c0_seq1_m.31186	0.066656144	0.981033221
comp12170_c0_seq1_m.31187	-0.02151031	0.992868733
comp12170_c0_seq2_m.31189	-0.021510335	0.992868733
comp12170_c0_seq3_m.31190	-0.37288575	0.75911669
comp12170_c0_seq3_m.31191	-0.021510379	0.992868733
comp12170_c0_seq4_m.31192	-0.554031514	0.404311279
comp12170_c0_seq4_m.31193	-0.195291786	0.77785821
comp12170_c0_seq5_m.31194	0.378926898	0.901512852
comp12170_c0_seq6_m.31195	-0.276634797	0.734991994
comp12171_c0_seq1_m.22221	-0.212066984	0.712046474
comp12171_c0_seq1_m.22223	-0.096932418	0.964843196
comp12171_c0_seq2_m.22224	-0.212066999	0.712046474
comp12172_c0_seq1_m.29463	-0.070248993	0.913881642
comp12172_c0_seq1_m.29464	-0.079837139	0.980152905
comp12172_c0_seq2_m.29465	-0.197889756	0.920480017
comp12173_c0_seq1_m.5979	1.977399033	1.66E-09
comp12174_c0_seq1_m.5980	5.400469308	9.66E-29
comp12175_c0_seq1_m.5981	0.021544798	0.987431456
comp12176_c0_seq1_m.19104	-0.162786827	0.766813282
comp12176_c0_seq2_m.19103	0.244160583	0.974063091
comp12176_c0_seq3_m.19105	-0.074614204	0.949343108
comp12178_c0_seq1_m.36184	0.025556795	0.993716066
comp1218_c0_seq1_m.320	-0.168009508	0.916355131
comp12180_c0_seq1_m.5982	-0.250188063	0.861453593
comp12181_c0_seq1_m.17949	-0.367386921	0.893100365
comp12181_c0_seq1_m.17950	-0.184807371	0.939879736
comp12181_c0_seq1_m.17951	0.059667716	0.980152905
comp12181_c0_seq2_m.17952	-0.124900674	0.885095767
comp12181_c0_seq2_m.17953	-0.171011357	0.933805788
comp12184_c0_seq1_m.16933	-0.132148272	0.831257882
comp12184_c0_seq1_m.16934	0.135715574	0.96928504
comp12184_c0_seq2_m.16935	-0.368620771	0.463006042
comp12185_c0_seq1_m.5983	-0.217034521	0.76314338
comp12185_c0_seq1_m.5985	-0.096730407	0.97850826
comp12186_c2_seq1_m.30936	-0.505296875	0.256480974
comp12186_c3_seq1_m.30935	-1.89295864	3.47E-11
comp12187_c0_seq1_m.33070	-0.071134068	0.97402442
comp12187_c0_seq1_m.33071	0.016121818	0.988379935
comp12188_c0_seq1_m.5986	0.469067626	0.261255372
comp12189_c0_seq1_m.5987	7.561955073	1.73E-49
comp12190_c0_seq1_m.5989	0.2362937	0.362076806
comp12191_c0_seq1_m.29483	-0.238080322	0.843030206
comp12191_c1_seq1_m.29484	-0.44476596	0.396631642
comp12192_c0_seq1_m.5990	0.331579364	0.544708461
comp12193_c0_seq1_m.5991	-0.072824918	0.942812361
comp12194_c0_seq1_m.30364	0.139857598	0.716165736
comp12195_c0_seq1_m.5992	0.061562213	0.981033221
comp12197_c0_seq1_m.5993	0.12047986	0.898230038
comp12198_c0_seq1_m.17283	-0.20315117	0.742529995
comp12198_c0_seq2_m.17285	-0.162042943	0.944943353
comp122_c0_seq1_m.26	-0.188856792	0.927009514
comp122_c0_seq1_m.27	0.179509859	0.944222391
comp12200_c0_seq1_m.5994	-0.347871535	0.291219203
comp12201_c0_seq1_m.26667	-0.052907268	0.962916407
comp12202_c0_seq1_m.5996	0.019960133	0.988647853
comp12203_c0_seq1_m.5997	0.470885266	0.60289688
comp12204_c0_seq1_m.34023	-0.367475126	0.687862586
comp12204_c0_seq2_m.34025	-0.27989618	0.87678108
comp12205_c0_seq1_m.5998	-0.184080848	0.816579845
comp12205_c0_seq1_m.5999	-0.090420408	0.975047552
comp12206_c0_seq1_m.17012	0.181469517	0.92267029
comp12206_c0_seq1_m.17013	-0.099548092	0.97656255
comp12206_c0_seq3_m.17014	-0.171754165	0.944046354
comp12207_c0_seq1_m.22201	-0.106754188	0.928149464
comp12208_c0_seq1_m.22823	-0.380846723	0.869391575
comp12208_c0_seq1_m.22824	-0.147950744	0.947906545
comp12208_c0_seq2_m.22825	-0.029130491	0.985322998
comp12208_c0_seq2_m.22826	-0.147953208	0.947906545
comp12209_c0_seq1_m.6000	-0.028675399	0.987431456
comp12210_c0_seq1_m.25673	-0.037717843	0.979765305
comp12210_c1_seq1_m.25672	-0.040604709	0.980477634
comp122101_c0_seq1_m.13404	0.065411331	0.985582615
comp12211_c0_seq1_m.6001	-0.534885281	0.468813957
comp122114_c0_seq1_m.13406	-0.839948965	0.427555006
comp12212_c0_seq1_m.28596	0.001613927	0.99927636
comp12212_c0_seq2_m.28597	-0.2416544	0.655369101
comp12213_c0_seq1_m.6002	0.059979436	0.966967934
comp12213_c0_seq1_m.6003	0.096632427	0.936186289
comp12214_c0_seq1_m.34241	0.080109109	0.858474732
comp12214_c0_seq1_m.34242	0.005487432	0.998969997
comp12214_c0_seq1_m.34244	-0.060138841	0.993716066
comp12215_c0_seq1_m.6004	0.165926283	0.815324352
comp12215_c0_seq1_m.6005	0.309529836	0.459417963
comp12216_c0_seq1_m.6006	0.06875249	0.95257454
comp12216_c0_seq1_m.6007	0.097330982	0.988722329
comp12217_c0_seq1_m.32437	0.038358203	0.977728915
comp12217_c0_seq2_m.32438	0.038358287	0.977728915
comp12218_c0_seq1_m.6008	-0.110223888	0.914781622
comp12219_c0_seq1_m.33231	0.180842053	0.875111917
comp12220_c0_seq1_m.6009	0.302532391	0.321210559
comp12221_c0_seq1_m.35020	-0.051203279	0.987227525
comp12221_c0_seq1_m.35021	-0.130130999	0.925482442
comp12221_c0_seq3_m.35022	-0.051203326	0.987227525
comp12221_c0_seq4_m.35023	-0.249095147	0.871521444
comp12222_c0_seq1_m.6011	0.429163842	0.277082636
comp12223_c0_seq1_m.18754	0.164747199	0.871521444
comp12224_c0_seq2_m.37094	0.137865513	0.776786318
comp12225_c0_seq1_m.6012	-0.013965553	0.993716066
comp12226_c0_seq1_m.6013	-0.240587455	0.797206516
comp12227_c0_seq1_m.6014	5.239865359	5.15E-17
comp12228_c0_seq1_m.26646	-0.164902382	0.738514442
comp12229_c0_seq1_m.33731	-0.257848251	0.475465673
comp12230_c0_seq1_m.6015	0.206501269	0.942812361
comp12231_c0_seq2_m.36278	-0.204577164	0.607125621
comp12232_c0_seq1_m.6016	0.206202366	0.95152168
comp12233_c0_seq1_m.6017	0.218185244	0.692598087
comp12234_c0_seq1_m.6018	-0.031911886	0.985580906
comp12235_c0_seq1_m.34019	-0.106970608	0.972319406
comp12235_c0_seq2_m.34020	-0.131334944	0.925098668
comp12236_c0_seq1_m.34021	4.198696607	2.04E-27
comp12238_c0_seq1_m.18898	0.008745134	0.992868733
comp12239_c0_seq1_m.6019	-0.250573753	0.466146353
comp12240_c0_seq1_m.24278	0.517101097	0.392970873
comp12240_c0_seq2_m.24279	-0.144449617	0.919753708
comp12241_c0_seq1_m.37129	-0.213533555	0.879750418
comp12241_c0_seq2_m.37131	0.223030308	0.975619742
comp12241_c0_seq3_m.37133	0.371040406	0.931981986
comp12241_c0_seq4_m.37128	-0.059004109	0.973813466
comp12243_c0_seq1_m.6020	-0.016443255	0.987716417
comp12244_c0_seq1_m.6021	0.050671357	0.973479186
comp12245_c0_seq1_m.25110	0.495292192	0.163256242
comp12245_c0_seq2_m.25111	0.343945255	0.599979138
comp12247_c0_seq1_m.18088	-0.152487007	0.904552967
comp12247_c0_seq1_m.18089	-0.213907124	0.916994147
comp12249_c0_seq1_m.6022	-0.47276884	0.050288199
comp12250_c0_seq1_m.6024	0.143606334	0.836318408
comp12251_c0_seq1_m.6025	-0.310676652	0.547470076
comp12252_c0_seq1_m.6026	-0.734468704	0.001675221
comp12253_c0_seq1_m.34259	-0.065098886	0.984587915
comp12253_c1_seq1_m.34260	0.076330479	0.981033221
comp12253_c1_seq2_m.34261	-0.854592811	0.83185981
comp12254_c0_seq1_m.6027	0.195734633	0.936186289
comp12255_c0_seq1_m.6028	-0.24673295	0.594528522
comp12256_c0_seq1_m.6029	0.134092088	0.868374665
comp12257_c0_seq1_m.6030	0.220854417	0.474948259
comp12257_c0_seq1_m.6031	0.454419086	0.18432738
comp12258_c0_seq1_m.28766	0.343261468	0.411649625
comp12259_c0_seq1_m.6033	0.064299137	0.944046354
comp12260_c0_seq1_m.6034	0.029732003	0.984629355
comp12261_c0_seq1_m.33747	-0.041095931	0.973308859
comp12262_c0_seq1_m.16701	-0.010341476	0.993716066
comp12262_c0_seq1_m.16702	-0.038606295	0.98877479
comp12262_c0_seq2_m.16703	-0.010341167	0.993716066
comp12262_c0_seq2_m.16704	-0.0386067	0.98877479
comp12263_c0_seq1_m.38628	-0.217892867	0.644817608
comp12264_c0_seq1_m.6035	-0.169775557	0.735822251
comp12265_c0_seq1_m.16020	0.535857422	0.613098084
comp12265_c0_seq2_m.16021	2.341917181	1.81E-06
comp12266_c0_seq1_m.6037	0.02282606	0.982633832
comp12267_c0_seq1_m.26493	0.037492662	0.984587915
comp12267_c0_seq2_m.26494	0.037492551	0.984587915
comp12268_c0_seq1_m.34195	-0.341903742	0.719356963
comp12268_c0_seq1_m.34196	-0.013115312	0.992868733
comp12268_c0_seq1_m.34197	-0.005870021	0.995777721
comp12268_c0_seq2_m.34198	-0.341903679	0.719356963
comp12268_c0_seq2_m.34199	-0.013115221	0.992868733
comp12268_c0_seq2_m.34200	-0.124260541	0.926251097
comp12270_c0_seq1_m.6038	-0.546943791	0.374730972
comp12271_c0_seq1_m.6039	-0.04311355	0.971377037
comp12272_c0_seq1_m.6040	-0.484841186	0.072338189
comp12272_c0_seq1_m.6041	0.035153867	0.990928873
comp12272_c0_seq1_m.6042	-0.488220644	0.543180717
comp12274_c0_seq1_m.6043	2.767665126	6.10E-30
comp12275_c0_seq1_m.29897	-0.134854751	0.801334844
comp12276_c0_seq1_m.37230	-0.034177689	0.992054361
comp12276_c0_seq2_m.37231	-0.034177602	0.992054361
comp12276_c0_seq3_m.37232	-0.008729244	0.993716066
comp12276_c0_seq4_m.37233	-0.008729214	0.993716066
comp12276_c0_seq5_m.37234	-0.013771291	0.993281953
comp12277_c0_seq1_m.32667	0.045677865	0.966561134
comp12278_c0_seq1_m.24834	-0.299872303	0.484432785
comp12278_c0_seq1_m.24835	-0.289407242	0.688303479
comp12279_c0_seq1_m.26689	-0.966372543	0.830790806
comp12279_c0_seq2_m.26690	-1.890952848	0.423902928
comp12279_c0_seq2_m.26691	-1.54575345	0.555224819
comp12280_c0_seq1_m.35134	-0.199015709	0.781984982
comp12281_c0_seq1_m.6046	0.0398671	0.97536335
comp12283_c0_seq1_m.6047	0.088087908	0.981033221
comp12284_c0_seq1_m.35499	-0.177847518	0.947906545
comp12284_c1_seq1_m.35497	0.117919529	0.966254182
comp12285_c0_seq1_m.6048	-0.131544885	0.89452482
comp12285_c0_seq1_m.6049	-0.153469851	0.925392061
comp12285_c0_seq1_m.6052	-0.100455606	0.942812361
comp12285_c0_seq1_m.6053	-0.007852584	0.994975004
comp12286_c0_seq1_m.6054	-0.128300524	0.84833377
comp12287_c0_seq1_m.23511	-0.291763042	0.262033578
comp12289_c0_seq1_m.6056	-0.156777979	0.706653402
comp12290_c0_seq1_m.37678	-0.03336261	0.981885183
comp12290_c1_seq1_m.37679	0.184075413	0.892104295
comp12291_c0_seq1_m.6057	-0.216809631	0.625065294
comp12292_c0_seq1_m.6059	-0.193828988	0.875720746
comp12292_c0_seq1_m.6060	-0.260515609	0.135325123
comp12292_c0_seq1_m.6061	-0.271152566	0.529624761
comp12293_c0_seq2_m.23233	0.026485707	0.982864001
comp12294_c0_seq1_m.16992	0.529084976	0.293036606
comp12295_c0_seq1_m.6062	0.318613727	0.802633335
comp12297_c0_seq1_m.6063	-0.203903166	0.479177703
comp12298_c0_seq1_m.6064	0.074236191	0.976233844
comp12299_c0_seq1_m.6065	-0.037215794	0.98084376
comp12300_c0_seq1_m.6066	-0.162707771	0.667239914
comp12301_c0_seq2_m.20785	0.833355137	0.114487546
comp12302_c0_seq1_m.29663	-0.028423045	0.980152905
comp12303_c0_seq1_m.16540	0.110610957	0.92641926
comp12304_c0_seq1_m.6068	-0.051347423	0.980477634
comp12305_c1_seq1_m.29524	-0.129248218	0.934322196
comp12305_c1_seq2_m.29526	-0.12994722	0.973414713
comp12306_c0_seq1_m.6069	0.117455336	0.916385516
comp12307_c0_seq1_m.6070	5.300719521	2.23E-13
comp12308_c0_seq1_m.6071	0.200623656	0.346487024
comp12309_c0_seq1_m.6072	-0.043315854	0.971377037
comp12311_c0_seq1_m.6073	-0.125525871	0.898230038
comp12312_c0_seq1_m.6074	-0.049206107	0.969087703
comp12312_c0_seq1_m.6075	0.178206363	0.839740758
comp12313_c0_seq1_m.6076	-0.07332832	0.951150521
comp12314_c0_seq1_m.6077	-0.374231489	0.186586751
comp12316_c0_seq1_m.17597	0.031946219	0.975621815
comp12316_c0_seq2_m.17599	-0.05071791	0.992868733
comp123171_c0_seq1_m.13409	-0.61045067	0.185558395
comp12318_c0_seq1_m.6080	0.075502581	0.952028364
comp12319_c0_seq1_m.6081	-0.03503794	0.986700261
comp1232_c0_seq1_m.322	-0.950963582	0.017607413
comp12321_c0_seq1_m.32224	0.528827823	0.011531454
comp12321_c0_seq2_m.32226	0.528829684	0.011531454
comp12321_c0_seq4_m.32228	0.652243856	0.000961738
comp12321_c0_seq6_m.32230	0.652244565	0.000962616
comp12322_c0_seq1_m.6082	-0.011458281	0.993716066
comp12323_c0_seq1_m.25580	-0.065014922	0.973816412
comp12323_c0_seq1_m.25581	0.173693987	0.967244032
comp12323_c0_seq2_m.25582	-0.16473985	0.934293455
comp12324_c0_seq1_m.6083	0.356953832	0.706231018
comp12325_c0_seq1_m.25942	0.151886395	0.779195863
comp12325_c0_seq2_m.25943	0.51332552	0.542105745
comp12326_c0_seq1_m.6084	0.080401977	0.925663961
comp12327_c0_seq1_m.15560	-0.04344064	0.968477661
comp12328_c0_seq1_m.6085	-0.0684525	0.941039012
comp12329_c0_seq1_m.18240	0.052576576	0.955346608
comp12330_c0_seq1_m.6087	0.565845463	0.488824279
comp12331_c0_seq1_m.37469	0.02573621	0.987227525
comp12331_c0_seq1_m.37470	-0.061209475	0.975621815
comp12331_c0_seq1_m.37471	0.224546871	0.796220276
comp12332_c0_seq1_m.31340	0.185315697	0.82656864
comp12332_c0_seq1_m.31341	3.621582439	1.21E-22
comp12332_c0_seq4_m.31342	8.272939661	2.66E-38
comp12333_c0_seq1_m.34348	-0.947173594	2.10E-10
comp12333_c0_seq2_m.34349	-0.947173762	2.10E-10
comp12334_c0_seq1_m.6088	-0.161013108	0.926492483
comp123342_c0_seq1_m.13410	-0.705299357	0.436871354
comp12335_c1_seq1_m.34533	-0.023100737	0.981884587
comp12336_c0_seq1_m.24911	0.104961036	0.898230038
comp12337_c0_seq1_m.6091	-0.074455918	0.920480017
comp12338_c0_seq1_m.6092	0.046548739	0.967244032
comp12339_c0_seq1_m.17894	-0.28421282	0.851313131
comp12340_c0_seq1_m.37584	-0.058321875	0.939879736
comp12341_c0_seq1_m.23869	-0.035897693	0.992868733
comp123413_c0_seq1_m.13413	-0.147048356	0.898230038
comp12342_c0_seq1_m.6093	-0.119377419	0.937805378
comp12342_c0_seq1_m.6094	-0.145746217	0.851772635
comp123426_c0_seq1_m.13414	-0.152675643	0.964843196
comp123428_c0_seq1_m.13415	-0.061552025	0.979765305
comp12343_c0_seq1_m.6095	-0.022782885	0.988379935
comp123436_c0_seq1_m.13418	2.288715027	0.000381808
comp123437_c0_seq1_m.13419	-0.080932569	0.97536335
comp123438_c0_seq1_m.13420	-0.26124814	0.828345665
comp12344_c0_seq1_m.6096	0.144301009	0.939879736
comp12344_c0_seq1_m.6097	0.713223171	0.946329686
comp12345_c0_seq1_m.19194	0.0442683	0.992868733
comp12345_c0_seq1_m.19195	0.227675824	0.87694248
comp12345_c0_seq2_m.19196	-0.153303341	0.864381547
comp12347_c1_seq1_m.38144	-0.000138989	0.999907471
comp12347_c2_seq1_m.38145	0.406457953	0.270393516
comp12347_c3_seq1_m.38147	-0.055424787	0.984629355
comp12347_c3_seq2_m.38149	-0.086391595	0.921071758
comp12347_c4_seq1_m.38150	0.750325776	0.691172604
comp12347_c4_seq2_m.38151	0.264898077	0.643627588
comp12347_c4_seq3_m.38152	0.194835897	0.865338565
comp123470_c0_seq1_m.13422	-0.085725135	0.977728915
comp123473_c0_seq1_m.13423	0.017984633	0.993716066
comp123476_c0_seq1_m.13424	-0.513487295	0.611742929
comp12348_c0_seq1_m.17799	-0.232450805	0.772648934
comp12348_c0_seq2_m.17800	-0.232450796	0.772648934
comp123481_c0_seq1_m.13425	-0.158888168	0.915012065
comp12349_c0_seq1_m.6098	-0.008565307	0.993716066
comp12350_c0_seq1_m.6099	0.517654917	0.287987666
comp12350_c0_seq1_m.6100	0.071434536	0.939102195
comp12351_c0_seq1_m.6101	-0.369246797	0.655715026
comp12352_c0_seq1_m.6102	-0.052056137	0.973861606
comp123524_c0_seq1_m.13426	-0.368165024	0.693069874
comp12353_c0_seq1_m.6104	0.018951248	0.990880197
comp123558_c0_seq1_m.13429	-0.834946146	0.018610925
comp12356_c0_seq1_m.6105	-0.071986796	0.949343108
comp12357_c0_seq2_m.15341	0.476078518	0.224669615
comp12358_c0_seq1_m.15289	8.640126622	6.81E-12
comp12358_c0_seq2_m.15290	0.933734095	0.01173431
comp12358_c0_seq3_m.15288	2.531543389	5.17E-06
comp12359_c0_seq1_m.6106	0.102878737	0.958644295
comp1236_c0_seq1_m.324	0.031576568	0.984587915
comp12360_c0_seq1_m.17391	0.258234118	0.664624092
comp12360_c0_seq1_m.17392	0.2038413	0.93633475
comp12361_c0_seq1_m.6107	-0.128496085	0.93633475
comp12361_c0_seq1_m.6108	-0.253804877	0.921071758
comp123613_c0_seq1_m.13432	-0.31326875	0.792770086
comp12362_c0_seq1_m.6109	-0.316992646	0.456680831
comp12363_c0_seq1_m.6110	-0.220817875	0.891367195
comp12364_c0_seq1_m.6111	0.158331182	0.675436716
comp123644_c0_seq1_m.13433	-0.075872979	0.977728915
comp123649_c0_seq1_m.13434	0.029947874	0.990928873
comp12365_c0_seq1_m.31164	-0.373534902	0.1406384
comp12365_c0_seq1_m.31165	-0.076638056	0.93633475
comp12365_c0_seq2_m.31166	-0.373534926	0.1406384
comp123651_c0_seq1_m.13436	-0.269009638	0.820068155
comp12366_c0_seq1_m.6112	0.17180996	0.730605749
comp123664_c0_seq1_m.13437	0.084019519	0.980152905
comp123667_c0_seq1_m.13438	0.186985851	0.973308859
comp12367_c0_seq1_m.6113	-0.253762561	0.42846057
comp12368_c0_seq1_m.6114	-0.039530733	0.990928873
comp12368_c0_seq1_m.6115	-0.367161982	0.939879736
comp123683_c0_seq1_m.13441	-1.315272275	0.003500937
comp12369_c0_seq1_m.6116	0.063504069	0.927009514
comp123692_c0_seq1_m.13442	-0.079282103	0.981563626
comp1237_c0_seq1_m.326	-0.364995466	0.654431119
comp12370_c0_seq1_m.6119	-0.071594221	0.947962651
comp12371_c0_seq1_m.6120	-0.277937562	0.712046474
comp123718_c0_seq1_m.13443	0.168723262	0.959626177
comp12372_c0_seq1_m.6122	0.127561312	0.929333162
comp12375_c0_seq1_m.33713	-0.035228328	0.984543936
comp12375_c0_seq1_m.33714	-0.144553055	0.878475264
comp12375_c0_seq2_m.33715	-0.209394476	0.921071758
comp12375_c0_seq2_m.33716	-0.144552818	0.878475264
comp12376_c0_seq1_m.37368	0.560739718	0.011440276
comp12376_c0_seq1_m.37369	-0.285076356	0.806488826
comp12376_c0_seq2_m.37372	-0.56577826	0.386751661
comp12376_c0_seq2_m.37373	0.560740476	0.011440276
comp12376_c0_seq3_m.37375	0.560739561	0.011440276
comp12376_c0_seq4_m.37379	0.560735107	0.01145546
comp12376_c0_seq6_m.37384	-0.768012389	0.734080537
comp12377_c0_seq1_m.6123	0.066765221	0.968909098
comp123779_c0_seq1_m.13445	-0.474116132	0.698884833
comp12378_c0_seq1_m.6125	-0.058510301	0.964843196
comp123784_c0_seq1_m.13446	-0.130236555	0.929018619
comp12379_c0_seq1_m.6127	0.105330315	0.905171975
comp12379_c0_seq1_m.6128	-0.082406377	0.973308859
comp123795_c0_seq1_m.13447	-0.493874384	0.618668154
comp1238_c0_seq1_m.327	-0.279322988	0.890088113
comp12380_c0_seq1_m.27880	-0.123810775	0.811241261
comp12380_c0_seq2_m.27881	-0.123810336	0.811241261
comp12381_c0_seq1_m.6129	-0.057010165	0.949343108
comp12382_c0_seq1_m.6130	-0.177243876	0.380377253
comp12383_c0_seq1_m.6133	0.014978475	0.992868733
comp12383_c0_seq1_m.6134	0.116356355	0.943292219
comp123833_c0_seq1_m.13449	-0.303817996	0.844339269
comp12384_c0_seq1_m.6135	4.553536118	2.04E-29
comp123849_c0_seq1_m.13450	0.217895693	0.9642749
comp12386_c0_seq1_m.6136	0.016944841	0.993281953
comp12386_c0_seq1_m.6137	-0.187901316	0.88768059
comp123864_c0_seq1_m.13451	-0.070362713	0.984587915
comp12387_c0_seq1_m.30191	-0.048717798	0.97536335
comp12387_c0_seq2_m.30194	-0.048717737	0.97536335
comp12387_c0_seq3_m.30198	-0.048717669	0.97536335
comp12387_c0_seq4_m.30201	-0.048717626	0.97536335
comp12387_c0_seq5_m.30205	-0.048717647	0.97536335
comp12387_c0_seq6_m.30208	-0.048718137	0.97536335
comp12387_c0_seq7_m.30211	6.444187651	3.94E-34
comp12387_c0_seq7_m.30212	-0.048718445	0.97536335
comp12389_c0_seq1_m.26184	-0.042593442	0.988101458
comp12389_c0_seq1_m.26185	-0.210635521	0.561023794
comp12389_c0_seq1_m.26186	-0.149383362	0.95685367
comp123898_c0_seq1_m.13452	-0.034723018	0.993716066
comp12390_c0_seq1_m.6138	0.201592845	0.654788997
comp12391_c0_seq1_m.6139	0.191586802	0.680416729
comp12392_c0_seq1_m.32807	-0.058155914	0.949343108
comp123923_c0_seq1_m.13455	-0.249242001	0.845812291
comp12393_c0_seq1_m.31094	-0.157857255	0.924359312
comp12393_c0_seq1_m.31095	0.563022717	0.192471797
comp12393_c0_seq2_m.31098	-0.157854873	0.924359312
comp12393_c0_seq2_m.31099	-0.331161453	0.428786676
comp12393_c0_seq2_m.31100	0.563026689	0.192471797
comp12393_c0_seq3_m.31102	1.123099074	0.054920319
comp12393_c0_seq4_m.31105	1.123099331	0.054920319
comp12393_c0_seq4_m.31106	-0.331160908	0.428786676
comp12394_c0_seq1_m.27022	-0.173347597	0.797777677
comp12394_c0_seq1_m.27023	-0.567229944	0.270860097
comp12395_c0_seq1_m.6140	0.15238889	0.863092631
comp12396_c0_seq1_m.24316	0.005398981	0.993716066
comp12396_c0_seq1_m.24317	-0.021121007	0.993716066
comp12396_c0_seq2_m.24318	0.005399091	0.993716066
comp12396_c0_seq2_m.24319	-0.021118454	0.993716066
comp12398_c0_seq1_m.6141	0.484781136	0.026649763
comp12398_c0_seq1_m.6142	0.031928531	0.993716066
comp12399_c0_seq1_m.6143	0.605528849	0.034624618
