gene	logfc	fdr
comp4488_c0_seq1_m.1189	-0.123327765	0.805338071
comp4488_c0_seq1_m.1190	-0.2674199	0.938387368
comp44880_c0_seq1_m.11426	0.061602279	0.947023139
comp4489_c0_seq1_m.1191	1.585474757	0.000973892
comp44908_c0_seq1_m.11429	2.294521221	3.11E-12
comp4491_c0_seq1_m.1192	0.374704876	0.193498314
comp4492_c0_seq2_m.19354	0.138909369	0.831257882
comp44927_c0_seq1_m.11431	0.209500043	0.839526357
comp4494_c0_seq1_m.29381	-0.234137525	0.673350486
comp4494_c0_seq1_m.29382	0.010485916	0.993716066
comp44966_c0_seq1_m.11432	0.555557541	0.437876173
comp44976_c0_seq1_m.11433	-0.037710809	0.980152905
comp4498_c0_seq1_m.1193	-0.06011457	0.957166769
comp4498_c0_seq1_m.1194	-0.091409037	0.973479186
comp44987_c0_seq1_m.11434	-0.276092321	0.558568435
comp44988_c0_seq1_m.11435	-0.141836449	0.78236112
comp4499_c0_seq1_m.1195	0.023502317	0.992868733
comp45_c0_seq1_m.5	0.845509081	0.035756283
comp450_c0_seq1_m.126	-0.292637664	0.82656864
comp4501_c0_seq1_m.1196	-0.106908836	0.887699589
comp45039_c0_seq1_m.11436	0.020550838	0.986468284
comp4504_c0_seq1_m.1198	0.023776676	0.985612822
comp45041_c0_seq1_m.11438	-0.276770478	0.365042715
comp4505_c0_seq1_m.1199	-0.029856647	0.984629355
comp45055_c0_seq1_m.11439	0.159264917	0.916355131
comp4506_c0_seq1_m.1200	-0.065179115	0.901347772
comp4507_c0_seq1_m.1201	0.164779796	0.913881642
comp4507_c0_seq1_m.1202	0.024511218	0.989434369
comp4508_c0_seq1_m.1203	6.478314493	2.66E-29
comp4509_c0_seq1_m.1204	0.123227918	0.836607408
comp4510_c0_seq1_m.1206	-0.012368709	0.992054361
comp4511_c0_seq1_m.1207	-0.022351072	0.98205216
comp4513_c0_seq1_m.1208	0.163742643	0.85702288
comp4513_c0_seq1_m.1209	-0.005004106	0.99927636
comp4514_c0_seq1_m.1210	0.205392154	0.727723018
comp4516_c0_seq1_m.1211	0.03307017	0.974064004
comp4517_c0_seq1_m.30923	-0.092482927	0.97536335
comp4517_c0_seq1_m.30924	0.124371807	0.96118935
comp4517_c0_seq2_m.30925	-0.00548784	0.994674432
comp4518_c0_seq1_m.1213	-0.122605315	0.873197876
comp4520_c0_seq1_m.1214	-0.148187707	0.575786994
comp45200_c0_seq1_m.11440	-0.073074744	0.920480017
comp4521_c1_seq1_m.36338	0.173440783	0.712046474
comp4521_c1_seq1_m.36339	0.298698699	0.699123889
comp4522_c0_seq1_m.1215	4.338429306	1.10E-05
comp4523_c0_seq1_m.1216	0.057566372	0.947396905
comp4525_c0_seq1_m.1217	-0.15554594	0.829873382
comp4527_c0_seq1_m.1219	-0.075498224	0.976233844
comp4528_c0_seq1_m.24289	0.020284775	0.988251936
comp4528_c0_seq2_m.24290	0.66914197	0.752073527
comp4530_c0_seq1_m.37362	0.065922689	0.97536335
comp4530_c0_seq1_m.37363	0.227587794	0.884856507
comp4530_c0_seq2_m.37364	0.066985338	0.984143824
comp4530_c0_seq2_m.37365	0.050738041	0.984587915
comp4530_c0_seq2_m.37366	0.227587931	0.884856507
comp4531_c0_seq1_m.18352	0.116415868	0.934396686
comp4532_c0_seq1_m.1220	0.098321976	0.863296594
comp4538_c0_seq1_m.25269	0.247568152	0.877490537
comp4539_c0_seq1_m.1221	0.250432016	0.593045131
comp4540_c0_seq1_m.1222	0.096790443	0.871777036
comp45409_c0_seq1_m.11442	0.087389188	0.888241545
comp4541_c0_seq1_m.20489	-0.068963668	0.987227525
comp4541_c0_seq2_m.20490	-0.671465721	0.738859338
comp4542_c0_seq1_m.1223	0.005726997	0.994543634
comp4543_c0_seq1_m.1224	0.021401051	0.9851225
comp4544_c0_seq1_m.1225	0.078647482	0.923419727
comp4545_c0_seq1_m.1227	0.008262456	0.993716066
comp4546_c0_seq1_m.1228	0.006813314	0.994672096
comp4547_c0_seq1_m.1229	-0.007640885	0.993716066
comp4548_c0_seq1_m.1230	0.264560697	0.577732241
comp4549_c0_seq1_m.25772	0.21859706	0.805015547
comp45491_c0_seq1_m.11443	-0.089567731	0.838898994
comp45494_c0_seq1_m.11444	0.021112703	0.991836104
comp4550_c0_seq1_m.1231	-0.036908037	0.979641573
comp4550_c0_seq1_m.1232	0.0427894	0.994674432
comp4551_c0_seq1_m.1233	-0.006105905	0.994543634
comp4552_c0_seq1_m.1234	0.275052883	0.752073527
comp4553_c0_seq1_m.1235	0.010978863	0.993716066
comp45534_c0_seq1_m.11445	-0.03591387	0.983833393
comp4554_c0_seq1_m.1236	0.427720942	0.061315791
comp4557_c0_seq1_m.1237	0.135133304	0.856356561
comp4559_c0_seq1_m.1238	-0.044204676	0.96928504
comp4559_c0_seq1_m.1239	0.018579105	0.993716066
comp456_c0_seq1_m.127	-1.917593993	8.07E-08
comp4560_c0_seq1_m.1240	0.139039306	0.724870257
comp4561_c0_seq1_m.1241	0.059303976	0.920555972
comp4561_c0_seq1_m.1242	0.148415428	0.904552967
comp4562_c0_seq1_m.1243	0.155301046	0.934791762
comp45627_c0_seq1_m.11446	0.056957901	0.97468498
comp4563_c0_seq1_m.1244	0.137556377	0.85326627
comp4564_c0_seq1_m.1245	0.022543532	0.985582615
comp45687_c0_seq1_m.11447	0.236722542	0.869391575
comp4569_c0_seq1_m.1246	0.088284636	0.910859951
comp4569_c0_seq1_m.1247	0.242697458	0.758476835
comp45694_c0_seq1_m.11448	-0.147164744	0.89452482
comp4570_c0_seq1_m.1248	0.089384445	0.973164526
comp4570_c0_seq1_m.1249	0.195850804	0.646380406
comp4570_c0_seq1_m.1250	0.130650218	0.909791856
comp4572_c0_seq1_m.1252	0.022615741	0.986700261
comp4572_c0_seq1_m.1253	-0.056022948	0.947766228
comp45727_c0_seq1_m.11449	-0.685575307	0.041691478
comp45735_c0_seq1_m.11450	-0.602662763	0.007293547
comp4574_c0_seq1_m.28372	-0.039714525	0.97536335
comp4574_c0_seq1_m.28373	0.18652018	0.713402128
comp4574_c0_seq1_m.28374	-0.685547782	0.153903503
comp4574_c0_seq2_m.28375	-0.039714624	0.97536335
comp4574_c0_seq2_m.28376	0.186520031	0.713402128
comp4574_c0_seq2_m.28377	-0.68554782	0.153903503
comp45766_c0_seq1_m.11451	0.474809442	0.259864624
comp4577_c0_seq1_m.1256	0.020607092	0.992054361
comp4578_c0_seq1_m.1257	0.065929642	0.934863584
comp4578_c0_seq1_m.1258	0.19339983	0.774488307
comp4579_c0_seq1_m.23091	-0.102738529	0.904552967
comp4579_c0_seq1_m.23092	-0.267930744	0.975491264
comp4580_c0_seq1_m.1259	-0.078116993	0.959626177
comp4580_c0_seq1_m.1260	-0.171845437	0.830436439
comp4582_c0_seq1_m.1263	0.070138803	0.927009514
comp4583_c0_seq1_m.1264	0.075846271	0.918852619
comp4584_c0_seq1_m.1265	0.069440464	0.952586484
comp45846_c0_seq1_m.11452	0.15433077	0.898230038
comp4585_c0_seq1_m.1266	0.034765051	0.982509637
comp4585_c0_seq1_m.1267	0.134655054	0.880654463
comp45854_c0_seq1_m.11453	-0.093328882	0.920518903
comp4586_c0_seq1_m.1268	0.129709612	0.925482442
comp4587_c0_seq1_m.1269	0.10747179	0.919753708
comp45879_c0_seq1_m.11455	0.804984239	7.17E-05
comp4588_c0_seq1_m.1270	0.3197964	0.788925756
comp4589_c0_seq1_m.1271	-0.599675233	0.368461343
comp4590_c0_seq1_m.1272	0.094289511	0.98203026
comp4590_c0_seq1_m.1273	0.094289511	0.98203026
comp4590_c0_seq1_m.1274	0.08996898	0.984587915
comp4590_c0_seq1_m.1275	0.058318479	0.988379935
comp4590_c0_seq1_m.1276	0.058318478	0.988379935
comp4590_c0_seq1_m.1277	-0.085014252	0.993716066
comp4590_c0_seq1_m.1281	0.019362807	0.993716066
comp4590_c0_seq1_m.1282	0.019362807	0.993716066
comp4590_c0_seq1_m.1283	0.077854732	0.985322998
comp4590_c0_seq1_m.1284	0.077854732	0.985322998
comp4590_c0_seq1_m.1290	-0.12278794	0.97536335
comp4590_c0_seq1_m.1291	-0.122787942	0.97536335
comp4590_c0_seq1_m.1292	-0.203743236	0.981563626
comp4591_c0_seq1_m.1293	-0.07737588	0.944046354
comp4592_c0_seq1_m.1294	0.246724617	0.741967111
comp4593_c0_seq1_m.1295	-0.200218431	0.592368024
comp4593_c0_seq1_m.1296	6.125022167	5.02E-14
comp4594_c0_seq1_m.1298	0.015155322	0.992054361
comp4595_c0_seq1_m.1299	-0.015555286	0.992054361
comp45957_c0_seq1_m.11456	0.115308107	0.973813466
comp4596_c0_seq1_m.1300	0.228350623	0.664624092
comp4598_c0_seq1_m.1301	-0.027235389	0.987227525
comp4599_c0_seq1_m.1302	0.543803802	0.726147189
comp45998_c0_seq1_m.11457	-0.028954581	0.985322998
comp46_c0_seq1_m.7	-0.368504969	0.615991601
comp460_c1_seq1_m.39042	-0.262853906	0.831257882
comp46009_c0_seq1_m.11458	-0.965287094	0.046847288
comp4601_c0_seq1_m.1303	0.056275232	0.984103693
comp46014_c0_seq1_m.11459	-0.375405922	0.20720483
comp4603_c0_seq1_m.1304	-0.071422015	0.977470666
comp46051_c0_seq1_m.11461	-0.084666092	0.941142616
comp46051_c0_seq1_m.11463	-0.089709603	0.952787454
comp4606_c0_seq1_m.21006	-0.087486997	0.977728915
comp4606_c0_seq2_m.21008	-0.015237849	0.993716066
comp4607_c0_seq1_m.1305	-0.102249393	0.973479186
comp4607_c0_seq1_m.1306	-0.076841624	0.972558192
comp461_c0_seq1_m.128	1.451755582	0.046702091
comp4610_c0_seq1_m.1307	0.252754693	0.673373496
comp4611_c0_seq1_m.1308	0.209889562	0.742511085
comp4611_c0_seq1_m.1309	0.181291808	0.924697431
comp4614_c0_seq1_m.1310	0.205853738	0.807702779
comp4614_c0_seq1_m.1311	0.001009406	0.99927636
comp4615_c0_seq1_m.1312	0.210376992	0.673350486
comp4616_c0_seq1_m.1313	0.209065778	0.888617044
comp4617_c0_seq1_m.1314	0.156830552	0.871777036
comp4618_c0_seq1_m.1316	-0.025209698	0.987620208
comp4620_c0_seq1_m.1317	0.469681699	0.012907652
comp4621_c0_seq1_m.1318	-0.214959037	0.939879736
comp4622_c0_seq1_m.1319	0.900776458	0.000839455
comp4623_c0_seq1_m.1320	0.176518432	0.830436439
comp4624_c0_seq1_m.1321	0.110566372	0.912385377
comp4625_c0_seq1_m.33333	-0.037804478	0.987431456
comp4626_c0_seq1_m.1322	0.290795562	0.775182928
comp46264_c0_seq1_m.11464	-0.291894956	0.597475248
comp46264_c0_seq1_m.11465	-0.369171537	0.939879736
comp46264_c0_seq1_m.11466	-0.086402228	0.984143824
comp4627_c0_seq1_m.1323	0.052388002	0.977728915
comp4628_c0_seq1_m.36096	0.247279939	0.794821329
comp4628_c1_seq1_m.36097	0.22010315	0.692598087
comp4629_c0_seq1_m.1324	0.195768316	0.79053724
comp4630_c0_seq1_m.1325	0.133876213	0.830790806
comp4631_c0_seq1_m.1326	-0.454578744	0.724148787
comp4631_c0_seq1_m.1328	-0.175448913	0.953719812
comp4632_c0_seq1_m.1329	0.102432777	0.941039012
comp46326_c0_seq1_m.11467	1.751625207	0.000331424
comp4633_c0_seq1_m.1330	6.900142061	1.48E-19
comp4635_c0_seq1_m.26111	0.059931741	0.968909098
comp4635_c0_seq1_m.26112	0.037822771	0.993716066
comp4635_c0_seq2_m.26113	-0.337460147	0.980152905
comp4635_c0_seq2_m.26114	0.085722095	0.986042042
comp4637_c0_seq1_m.1331	6.5872213	5.36E-56
comp4637_c0_seq1_m.1332	8.539235236	3.27E-51
comp4638_c0_seq1_m.1333	-0.421477932	0.418085005
comp46391_c0_seq1_m.11468	-0.355840574	0.327349463
comp4640_c0_seq1_m.27112	-0.414275391	0.045732748
comp4640_c0_seq1_m.27113	-0.45027817	0.831481527
comp4640_c0_seq1_m.27114	-0.352833172	0.872274534
comp4640_c0_seq1_m.27115	-0.065877644	0.968859465
comp4640_c0_seq2_m.27116	-0.124004004	0.973479186
comp4640_c0_seq2_m.27117	-0.352833248	0.872274534
comp4640_c0_seq2_m.27118	-0.065878321	0.968859465
comp46400_c0_seq1_m.11469	0.184244903	0.900700305
comp4642_c0_seq1_m.1335	-0.100231107	0.88703374
comp4643_c0_seq1_m.1336	-0.029721027	0.986042042
comp4644_c0_seq1_m.1337	-0.002585738	0.998722079
comp46445_c0_seq1_m.11472	0.10215579	0.949563831
comp46446_c0_seq1_m.11473	-0.044361073	0.971377037
comp46448_c0_seq1_m.11474	4.328357227	1.81E-36
comp4645_c0_seq1_m.35805	0.5034789	0.832458746
comp4645_c0_seq2_m.35806	0.067848872	0.97536335
comp4646_c0_seq1_m.1338	1.445080409	6.10E-12
comp4646_c0_seq1_m.1339	1.661128493	0.0691154
comp46464_c0_seq1_m.11475	-0.096045237	0.937839049
comp4648_c0_seq1_m.1340	-0.048183756	0.942732915
comp4649_c0_seq1_m.1341	-0.336666454	0.623077351
comp4651_c0_seq1_m.1343	-0.343526046	0.359941304
comp4652_c0_seq1_m.34769	-0.15913851	0.863654749
comp4652_c1_seq1_m.34770	0.00277342	0.998722079
comp46534_c0_seq1_m.11476	-0.151653862	0.898779769
comp4654_c0_seq1_m.1344	-0.193049083	0.864381547
comp4655_c0_seq1_m.1345	-0.164807633	0.807197503
comp4656_c0_seq1_m.1346	-0.030561528	0.977728915
comp46561_c0_seq1_m.11477	0.520523549	0.337734421
comp46566_c0_seq1_m.11478	-0.229517288	0.424222001
comp46566_c0_seq1_m.11479	-0.727386327	0.592368024
comp4657_c0_seq1_m.1348	-0.146244873	0.836607408
comp4658_c0_seq1_m.1349	-0.045336056	0.965624343
comp4659_c0_seq1_m.1350	0.029134027	0.990249758
comp4659_c0_seq1_m.1351	-0.048677771	0.955041823
comp4660_c0_seq1_m.30250	-0.136588884	0.916719095
comp46614_c0_seq1_m.11481	-0.130306941	0.875614962
comp4662_c0_seq1_m.1352	0.022843123	0.985580906
comp4662_c0_seq1_m.1353	-0.111053986	0.946677023
comp4665_c0_seq1_m.1354	0.096835175	0.947741498
comp46650_c0_seq1_m.11482	-0.174160771	0.970789913
comp4666_c0_seq1_m.1355	0.030004229	0.981033221
comp4668_c0_seq1_m.1356	0.026780883	0.988101458
comp4669_c0_seq1_m.21766	0.048490159	0.969104342
comp4669_c0_seq1_m.21767	0.020538673	0.988379935
comp4669_c0_seq2_m.21769	-0.055356373	0.977728915
comp46698_c0_seq1_m.11484	0.016635183	0.993716066
comp467_c0_seq1_m.129	-0.341957563	0.74672551
comp4671_c0_seq1_m.1357	0.671960843	0.145981336
comp46717_c0_seq1_m.11486	0.031197409	0.987716417
comp46717_c0_seq1_m.11487	-0.032011259	0.987227525
comp46720_c0_seq1_m.11488	0.363452887	0.734939043
comp4673_c0_seq1_m.1360	-0.015711729	0.986042042
comp4676_c0_seq1_m.1361	-0.089657341	0.904894744
comp4676_c0_seq1_m.1362	-0.068706701	0.981033221
comp46768_c0_seq1_m.11489	-0.108167511	0.898942575
comp46768_c0_seq1_m.11490	-0.038420363	0.981119868
comp4677_c0_seq1_m.1363	-0.005486279	0.995123184
comp4679_c0_seq1_m.1364	-0.15697443	0.664624092
comp4679_c0_seq1_m.1365	6.701416876	6.17E-47
comp4679_c0_seq1_m.1366	-0.176519562	0.953466934
comp4679_c0_seq1_m.1367	0.038692247	0.98860355
comp4679_c0_seq1_m.1369	-0.236541615	0.699610932
comp4680_c0_seq1_m.1370	0.100028293	0.949859705
comp4682_c0_seq1_m.29642	0.05348072	0.987227525
comp4682_c0_seq2_m.29643	-0.135962088	0.950957636
comp4682_c0_seq2_m.29644	-0.12283446	0.970067172
comp4686_c0_seq1_m.1371	0.018203521	0.991822124
comp4686_c0_seq1_m.1372	0.165851449	0.892264829
comp46861_c0_seq1_m.11491	0.55733044	0.024870843
comp4688_c0_seq1_m.21214	0.010677788	0.993716066
comp4688_c0_seq2_m.21215	-0.038419517	0.97536335
comp4688_c0_seq2_m.21216	0.016145912	0.99452105
comp4693_c0_seq1_m.23748	0.260531663	0.537558067
comp4693_c1_seq1_m.23749	0.25923134	0.852613337
comp4694_c0_seq1_m.1373	-0.048215975	0.970466968
comp4695_c0_seq1_m.1374	-0.460062087	0.871521444
comp46956_c0_seq1_m.11492	-0.254850789	0.879068796
comp4696_c0_seq1_m.1375	-0.204707316	0.85447496
comp4697_c0_seq1_m.1377	0.235963438	0.8423394
comp4698_c0_seq1_m.1378	0.260919318	0.804498972
comp470_c0_seq1_m.131	-0.364967886	0.41566333
comp4701_c0_seq1_m.1379	0.418872223	0.824203333
comp4703_c0_seq1_m.1381	8.359532506	1.44E-39
comp4704_c0_seq1_m.1383	-0.08503862	0.94467574
comp4704_c0_seq1_m.1384	0.046698014	0.979765305
comp4704_c0_seq1_m.1385	0.191770991	0.827271268
comp4704_c0_seq1_m.1386	0.065842695	0.980152905
comp4704_c0_seq1_m.1387	0.065000058	0.98137592
comp47057_c0_seq1_m.11493	-0.199218716	0.664736732
comp4706_c0_seq1_m.1389	-0.04819622	0.980152905
comp4706_c0_seq1_m.1390	0.05958435	0.987227525
comp47064_c0_seq1_m.11495	-0.509463351	0.070825867
comp4707_c0_seq1_m.1391	-0.095716116	0.864705487
comp4707_c0_seq1_m.1392	0.00774828	0.998722079
comp4707_c0_seq1_m.1393	0.142433875	0.940205095
comp4708_c0_seq1_m.1394	-0.33040997	0.402030543
comp4709_c0_seq1_m.1395	0.066546134	0.905767097
comp471_c0_seq1_m.132	0.028909586	0.99317265
comp4711_c0_seq1_m.1396	-0.009085943	0.993716066
comp4713_c0_seq1_m.1397	0.057936774	0.973861606
comp4715_c0_seq1_m.1398	0.179402385	0.847601645
comp4715_c0_seq1_m.1399	0.164085126	0.974064004
comp4717_c0_seq1_m.1400	0.056988131	0.974063091
comp47177_c0_seq1_m.11496	-0.293294068	0.40165588
comp47177_c0_seq1_m.11497	-0.286720493	0.60436116
comp4718_c0_seq1_m.1401	0.737097787	0.013826018
comp4719_c0_seq1_m.1402	0.267258091	0.496783513
comp4720_c0_seq1_m.1404	-0.099790847	0.871400478
comp4723_c0_seq1_m.1405	-0.031656735	0.978219055
comp4724_c0_seq1_m.1406	0.052437439	0.969087703
comp4726_c0_seq1_m.1407	0.021900253	0.990471297
comp4728_c0_seq1_m.1408	0.009457707	0.993716066
comp4729_c0_seq1_m.30610	1.145919587	1.85E-05
comp4731_c0_seq1_m.1410	-0.002005764	0.998190414
comp4732_c0_seq1_m.1411	0.09018588	0.939941908
comp4733_c0_seq1_m.1412	-0.003564813	0.997649812
comp47332_c0_seq1_m.11498	-0.125848546	0.814001883
comp4734_c0_seq1_m.1413	-0.203044851	0.787495
comp4735_c0_seq1_m.1414	0.353057593	0.402030543
comp4736_c0_seq1_m.31324	-0.126631531	0.866784915
comp47366_c0_seq1_m.11499	-0.08285787	0.929124677
comp4738_c0_seq1_m.1415	-0.026916537	0.986042042
comp4739_c0_seq1_m.1416	0.046246556	0.97536335
comp474_c0_seq1_m.133	0.707521699	0.623393608
comp4740_c0_seq1_m.1417	0.03514074	0.973861606
comp47401_c0_seq1_m.11500	-0.080690678	0.932807867
comp47401_c0_seq1_m.11501	-0.009773498	0.99452105
comp4741_c0_seq1_m.1418	-0.10517117	0.971579218
comp4741_c0_seq1_m.1419	-0.126456098	0.885626824
comp4741_c0_seq1_m.1420	-0.111495082	0.974063091
comp4741_c0_seq1_m.1421	-0.204558944	0.974460163
comp4742_c0_seq1_m.20786	-0.442332275	0.42846057
comp4742_c0_seq2_m.20788	-0.276900799	0.94152331
comp47426_c0_seq1_m.11502	0.42185534	0.256575751
comp4743_c0_seq1_m.1422	-0.010451348	0.993716066
comp4743_c0_seq1_m.1423	-0.010451287	0.993716066
comp4744_c0_seq1_m.1424	-0.1429053	0.781409709
comp4747_c0_seq1_m.1425	0.19560499	0.81069539
comp4748_c0_seq1_m.1426	0.064788091	0.94153085
comp47480_c0_seq1_m.11503	0.042087437	0.98860355
comp47490_c0_seq1_m.11504	-0.260605765	0.591436542
comp4750_c0_seq1_m.1427	-0.146239622	0.85200085
comp47506_c0_seq1_m.11505	0.033959491	0.981033221
comp4751_c0_seq1_m.1428	-0.028701884	0.982633832
comp4753_c0_seq1_m.28572	-0.089774058	0.98084376
comp4753_c0_seq2_m.28573	0.041453063	0.985322998
comp4754_c0_seq1_m.39081	-0.037041365	0.981033221
comp4754_c0_seq2_m.39082	-0.071586191	0.980152905
comp4755_c0_seq1_m.1429	-0.085971126	0.932547889
comp47563_c0_seq1_m.11506	0.309071634	0.840495846
comp47567_c0_seq1_m.11508	0.206312058	0.927638885
comp47573_c0_seq1_m.11509	-0.000660367	0.999276612
comp4758_c0_seq1_m.21940	0.155122057	0.974935394
comp4758_c0_seq1_m.21941	0.133772175	0.920451119
comp4758_c0_seq1_m.21942	-0.042424005	0.994759217
comp4758_c0_seq2_m.21944	0.133772182	0.920451119
comp4758_c0_seq2_m.21945	0.396292829	0.958645361
comp4758_c0_seq2_m.21946	-0.05483046	0.993716066
comp47596_c0_seq1_m.11510	0.093117483	0.958226339
comp4760_c0_seq1_m.1430	-0.02415772	0.985322998
comp4762_c0_seq1_m.1431	0.109833203	0.870837896
comp4763_c0_seq1_m.1432	0.005150323	0.994543634
comp4764_c0_seq1_m.1433	0.143428635	0.86663539
comp4765_c0_seq1_m.1434	-3.078398414	1.69E-16
comp4765_c0_seq1_m.1435	-3.837149533	1.35E-10
comp4766_c0_seq1_m.27264	0.28332944	0.527590754
comp4766_c0_seq2_m.27266	0.108651677	0.964843196
comp4767_c0_seq1_m.16974	-0.003484637	0.996317208
comp4768_c0_seq1_m.1436	0.271786777	0.436567528
comp4769_c0_seq1_m.1437	-0.245069825	0.724148787
comp477_c0_seq1_m.35810	0.106223323	0.959752828
comp4770_c0_seq1_m.1438	-0.067725652	0.959013021
comp4771_c0_seq1_m.19454	-0.010802212	0.992868733
comp4771_c0_seq1_m.19455	-0.121023142	0.881325177
comp4772_c0_seq2_m.37768	-0.048451748	0.959626177
comp4774_c0_seq1_m.1439	0.070695407	0.909239362
comp4776_c0_seq1_m.17314	0.132210435	0.93633475
comp4777_c0_seq1_m.1440	-0.099502304	0.8423394
comp4778_c0_seq1_m.1441	-0.140102826	0.795810744
comp4778_c0_seq1_m.1442	-0.202361566	0.92267029
comp4779_c0_seq1_m.21643	-0.506709625	0.411111838
comp4780_c0_seq1_m.1445	-0.428728567	0.359248554
comp4781_c0_seq1_m.23058	-0.158141295	0.975621815
comp4781_c0_seq2_m.23059	-0.177847791	0.695689035
comp4782_c0_seq1_m.1446	-0.136267738	0.843378154
comp4783_c0_seq1_m.1447	-0.076487129	0.96260564
comp4784_c0_seq1_m.1448	-0.908398711	0.009205666
comp4784_c0_seq1_m.1449	-0.959556925	0.076068072
comp4784_c0_seq1_m.1450	-1.103548274	0.02788042
comp4784_c0_seq1_m.1451	-1.289389714	0.00355349
comp4784_c0_seq1_m.1452	-1.0325587	0.038922208
comp4784_c0_seq1_m.1453	-1.143253292	0.008556548
comp4785_c0_seq1_m.1454	1.986632801	0.00010011
comp4786_c0_seq1_m.1455	-0.211159409	0.643627588
comp4787_c0_seq1_m.27292	-0.060970072	0.926492483
comp4787_c0_seq2_m.27294	-0.060969647	0.926492483
comp4788_c0_seq1_m.30782	-0.474657115	0.044903291
comp47885_c0_seq1_m.11511	0.272502356	0.282946232
comp4789_c0_seq1_m.21661	-0.130142086	0.975157168
comp4789_c0_seq2_m.21660	-0.220685484	0.940679071
comp4791_c0_seq1_m.1456	0.118043252	0.830790806
comp4792_c0_seq1_m.1457	0.540247335	0.000664764
comp4793_c0_seq1_m.1458	-0.01375394	0.987227525
comp4796_c0_seq1_m.22033	-0.086579946	0.9642749
comp4797_c0_seq1_m.1459	0.071072494	0.971377037
comp4799_c0_seq1_m.1460	-0.170066746	0.788297022
comp480_c0_seq1_m.137	-0.025503155	0.992868733
comp4800_c0_seq1_m.1461	0.20619938	0.939879736
comp4800_c0_seq1_m.1462	0.119448393	0.982509637
comp48027_c0_seq1_m.11512	-0.002305629	0.997935681
comp4803_c0_seq1_m.1463	-0.270147111	0.433659347
comp4806_c0_seq1_m.1464	-0.166361706	0.819529559
comp4808_c0_seq1_m.1465	0.009541052	0.993716066
comp48089_c0_seq1_m.11513	0.307371364	0.769211735
comp4809_c0_seq1_m.29168	-0.261431482	0.294848949
comp4810_c0_seq1_m.1466	0.017391189	0.989434369
comp4812_c0_seq1_m.1468	-0.151863628	0.920480017
comp4813_c0_seq1_m.1470	0.0420109	0.975047552
comp4815_c0_seq1_m.1471	0.085062591	0.944943353
comp4816_c0_seq1_m.39257	-0.227737251	0.916839493
comp4816_c0_seq2_m.39259	-0.113608952	0.973308859
comp4816_c0_seq2_m.39260	-0.149425138	0.871951397
comp4817_c0_seq1_m.1472	0.082359292	0.973298694
comp4817_c0_seq1_m.1473	0.215463093	0.796320841
comp4817_c0_seq1_m.1474	0.069956309	0.975784458
comp4819_c0_seq1_m.1475	-0.276113412	0.783571811
comp4819_c0_seq1_m.1476	-0.072483815	0.986700261
comp4820_c0_seq1_m.1477	0.033368154	0.975858832
comp4821_c0_seq1_m.1478	-1.961802715	7.18E-09
comp4825_c0_seq1_m.1479	0.732566798	0.151323016
comp4826_c0_seq1_m.28683	0.426218361	0.658810613
comp4826_c0_seq2_m.28684	0.415624341	0.771365371
comp4827_c0_seq1_m.1480	-0.093131923	0.947396905
comp4828_c0_seq1_m.1481	-0.006476679	0.993716066
comp4829_c0_seq1_m.1482	-0.136483523	0.927638885
comp4829_c0_seq1_m.1484	-0.017301314	0.990928873
comp4830_c0_seq1_m.32223	-0.048687696	0.967372484
comp4831_c0_seq1_m.1485	-0.13167969	0.856192514
comp4831_c0_seq1_m.1486	-0.095826599	0.952216315
comp4832_c0_seq1_m.1488	0.106528134	0.91968567
comp4834_c0_seq1_m.34262	0.003199264	0.998722079
comp4834_c0_seq1_m.34263	0.349465984	0.785485507
comp4834_c0_seq2_m.34264	0.280832421	0.805552115
comp4835_c0_seq1_m.1489	-0.013405504	0.99184198
comp4836_c0_seq1_m.1490	0.850340058	0.088057931
comp4837_c0_seq1_m.1491	0.068986757	0.914143737
comp48383_c0_seq1_m.11517	0.402663995	0.296726828
comp48388_c0_seq1_m.11518	0.010718572	0.993716066
comp4839_c0_seq1_m.25271	-0.08420966	0.876504303
comp4839_c0_seq2_m.25270	-0.280550677	0.894731068
comp4840_c0_seq1_m.1493	-0.172503326	0.889074238
comp48430_c0_seq1_m.11519	0.251139157	0.75911669
comp4844_c0_seq1_m.1494	-0.040528372	0.977728915
comp4845_c0_seq1_m.1495	0.277005129	0.550600637
comp4846_c0_seq1_m.1496	-0.367593888	0.199887819
comp4846_c0_seq1_m.1497	-0.397761755	0.836607408
comp4846_c0_seq1_m.1499	-0.004129902	0.998458255
comp48461_c0_seq1_m.11520	-0.296548285	0.581339575
comp48469_c0_seq1_m.11522	-0.147217347	0.893992143
comp4847_c0_seq1_m.1500	-0.106167523	0.943203307
comp4848_c0_seq1_m.1501	0.142860683	0.815253156
comp4849_c0_seq1_m.1502	-0.110170114	0.952366194
comp4849_c0_seq1_m.1504	-0.355032683	0.765523645
comp4851_c0_seq1_m.1505	0.48769912	0.064477935
comp48514_c0_seq1_m.11523	-0.118222079	0.887699589
comp4852_c1_seq1_m.38055	-0.618255709	0.864702562
comp4852_c1_seq1_m.38056	-0.272008681	0.93532927
comp48521_c0_seq1_m.11524	1.891912224	9.55E-15
comp4854_c0_seq1_m.1506	0.565280543	0.62924608
comp4854_c0_seq1_m.1507	0.246120626	0.974129424
comp4854_c0_seq1_m.1508	0.38999306	0.863949098
