an_ric	gene
Mannua_Ricinus.1364.nuc comp12350_c0_seq1_m.6099
Mannua_Ricinus.1365.nuc comp12350_c0_seq1_m.6100
Mannua_Ricinus.1366.nuc comp12351_c0_seq1_m.6101
Mannua_Ricinus.1367.nuc comp12352_c0_seq1_m.6102
Mannua_Ricinus.1368.nuc comp12356_c0_seq1_m.6105
Mannua_Ricinus.1369.nuc comp12357_c0_seq2_m.15341
Mannua_Ricinus.137.nuc comp10272_c0_seq1_m.4671
Mannua_Ricinus.1370.nuc comp12359_c0_seq1_m.6106
Mannua_Ricinus.1371.nuc comp12360_c0_seq1_m.17391
Mannua_Ricinus.1372.nuc comp12361_c0_seq1_m.6107
Mannua_Ricinus.1373.nuc comp12362_c0_seq1_m.6109
Mannua_Ricinus.1374.nuc comp12364_c0_seq1_m.6111
Mannua_Ricinus.1375.nuc comp12365_c0_seq1_m.31164
Mannua_Ricinus.1376.nuc comp12365_c0_seq1_m.31165
Mannua_Ricinus.1377.nuc comp12366_c0_seq1_m.6112
Mannua_Ricinus.1378.nuc comp12367_c0_seq1_m.6113
Mannua_Ricinus.1379.nuc comp12368_c0_seq1_m.6114
Mannua_Ricinus.138.nuc comp10273_c0_seq2_m.16997
Mannua_Ricinus.1380.nuc comp123692_c0_seq1_m.13442
Mannua_Ricinus.1381.nuc comp1236_c0_seq1_m.324
Mannua_Ricinus.1382.nuc comp12370_c0_seq1_m.6119
Mannua_Ricinus.1383.nuc comp12371_c0_seq1_m.6120
Mannua_Ricinus.1384.nuc comp12372_c0_seq1_m.6122
Mannua_Ricinus.1385.nuc comp12375_c0_seq1_m.33713
Mannua_Ricinus.1386.nuc comp12376_c0_seq1_m.37368
Mannua_Ricinus.1387.nuc comp12377_c0_seq1_m.6123
Mannua_Ricinus.1388.nuc comp12379_c0_seq1_m.6127
Mannua_Ricinus.1389.nuc comp12380_c0_seq1_m.27880
Mannua_Ricinus.139.nuc comp10273_c0_seq2_m.16998
Mannua_Ricinus.1390.nuc comp12381_c0_seq1_m.6129
Mannua_Ricinus.1391.nuc comp12382_c0_seq1_m.6130
Mannua_Ricinus.1392.nuc comp12383_c0_seq1_m.6133
Mannua_Ricinus.1393.nuc comp12384_c0_seq1_m.6135
Mannua_Ricinus.1394.nuc comp12386_c0_seq1_m.6136
Mannua_Ricinus.1395.nuc comp12387_c0_seq1_m.30191
Mannua_Ricinus.1396.nuc comp12390_c0_seq1_m.6138
Mannua_Ricinus.1397.nuc comp123923_c0_seq1_m.13455
Mannua_Ricinus.1398.nuc comp12392_c0_seq1_m.32807
Mannua_Ricinus.1399.nuc comp12393_c0_seq2_m.31099
Mannua_Ricinus.14.nuc comp10030_c0_seq1_m.4518
Mannua_Ricinus.140.nuc comp102771_c0_seq1_m.12923
Mannua_Ricinus.1400.nuc comp12393_c0_seq3_m.31102
Mannua_Ricinus.1401.nuc comp12395_c0_seq1_m.6140
Mannua_Ricinus.1402.nuc comp12396_c0_seq1_m.24316
Mannua_Ricinus.1403.nuc comp12398_c0_seq1_m.6141
Mannua_Ricinus.1404.nuc comp12399_c0_seq1_m.6143
Mannua_Ricinus.1405.nuc comp12400_c0_seq1_m.33831
Mannua_Ricinus.1406.nuc comp12401_c0_seq1_m.6144
Mannua_Ricinus.1407.nuc comp12402_c0_seq1_m.35721
Mannua_Ricinus.1408.nuc comp12404_c0_seq7_m.35430
Mannua_Ricinus.1409.nuc comp12406_c0_seq1_m.22641
Mannua_Ricinus.141.nuc comp10277_c1_seq1_m.38142
Mannua_Ricinus.1410.nuc comp12407_c0_seq3_m.33396
Mannua_Ricinus.1411.nuc comp124085_c0_seq1_m.13464
Mannua_Ricinus.1412.nuc comp12411_c0_seq1_m.25862
Mannua_Ricinus.1413.nuc comp12412_c0_seq1_m.6145
Mannua_Ricinus.1414.nuc comp12414_c0_seq1_m.6146
Mannua_Ricinus.1415.nuc comp12415_c0_seq1_m.36490
Mannua_Ricinus.1416.nuc comp12417_c0_seq1_m.6148
Mannua_Ricinus.1417.nuc comp12420_c0_seq1_m.6150
Mannua_Ricinus.1418.nuc comp12421_c0_seq1_m.6151
Mannua_Ricinus.1419.nuc comp12424_c0_seq1_m.24233
Mannua_Ricinus.142.nuc comp10278_c0_seq1_m.17393
Mannua_Ricinus.1420.nuc comp12425_c0_seq1_m.31756
Mannua_Ricinus.1421.nuc comp12426_c0_seq1_m.23881
Mannua_Ricinus.1422.nuc comp12427_c0_seq1_m.26229
Mannua_Ricinus.1423.nuc comp12427_c0_seq2_m.26230
Mannua_Ricinus.1424.nuc comp12429_c0_seq1_m.6156
Mannua_Ricinus.1425.nuc comp12430_c0_seq1_m.6157
Mannua_Ricinus.1426.nuc comp12432_c0_seq1_m.6159
Mannua_Ricinus.1427.nuc comp12433_c0_seq1_m.6161
Mannua_Ricinus.1428.nuc comp12434_c1_seq1_m.33511
Mannua_Ricinus.1429.nuc comp12435_c0_seq1_m.6163
Mannua_Ricinus.143.nuc comp10279_c0_seq1_m.23310
Mannua_Ricinus.1430.nuc comp12436_c0_seq1_m.31130
Mannua_Ricinus.1431.nuc comp12438_c0_seq1_m.6166
Mannua_Ricinus.1432.nuc comp12439_c0_seq1_m.37075
Mannua_Ricinus.1433.nuc comp12442_c0_seq1_m.37900
Mannua_Ricinus.1434.nuc comp12444_c0_seq1_m.6168
Mannua_Ricinus.1435.nuc comp12445_c0_seq1_m.6169
Mannua_Ricinus.1436.nuc comp12446_c0_seq1_m.6170
Mannua_Ricinus.1437.nuc comp12447_c0_seq1_m.6172
Mannua_Ricinus.1438.nuc comp12449_c0_seq1_m.6174
Mannua_Ricinus.1439.nuc comp12450_c0_seq1_m.17067
Mannua_Ricinus.144.nuc comp10280_c0_seq1_m.4672
Mannua_Ricinus.1440.nuc comp12451_c0_seq1_m.19797
Mannua_Ricinus.1441.nuc comp12452_c0_seq1_m.17272
Mannua_Ricinus.1442.nuc comp12453_c0_seq2_m.38274
Mannua_Ricinus.1443.nuc comp12454_c0_seq1_m.6175
Mannua_Ricinus.1444.nuc comp12457_c0_seq1_m.17259
Mannua_Ricinus.1445.nuc comp12459_c0_seq1_m.31082
Mannua_Ricinus.1446.nuc comp12460_c0_seq1_m.33743
Mannua_Ricinus.1447.nuc comp12463_c0_seq1_m.16736
Mannua_Ricinus.1448.nuc comp12464_c0_seq1_m.36400
Mannua_Ricinus.1449.nuc comp12464_c0_seq1_m.36401
Mannua_Ricinus.145.nuc comp10281_c0_seq1_m.4674
Mannua_Ricinus.1450.nuc comp12465_c0_seq1_m.34324
Mannua_Ricinus.1451.nuc comp12466_c0_seq1_m.6183
Mannua_Ricinus.1452.nuc comp12468_c0_seq1_m.6188
Mannua_Ricinus.1453.nuc comp12469_c0_seq2_m.37114
Mannua_Ricinus.1454.nuc comp12471_c0_seq1_m.6189
Mannua_Ricinus.1455.nuc comp12472_c0_seq1_m.22006
Mannua_Ricinus.1456.nuc comp12473_c0_seq1_m.29851
Mannua_Ricinus.1457.nuc comp12474_c0_seq1_m.21912
Mannua_Ricinus.1458.nuc comp12475_c0_seq1_m.6190
Mannua_Ricinus.1459.nuc comp12479_c0_seq1_m.6192
Mannua_Ricinus.146.nuc comp10282_c0_seq1_m.37420
Mannua_Ricinus.1460.nuc comp12481_c0_seq1_m.30717
Mannua_Ricinus.1461.nuc comp12482_c0_seq1_m.20063
Mannua_Ricinus.1462.nuc comp12484_c0_seq1_m.6196
Mannua_Ricinus.1463.nuc comp12489_c0_seq1_m.6198
Mannua_Ricinus.1464.nuc comp12491_c0_seq1_m.6201
Mannua_Ricinus.1465.nuc comp12495_c0_seq1_m.6202
Mannua_Ricinus.1466.nuc comp12497_c0_seq1_m.6204
Mannua_Ricinus.1467.nuc comp12500_c0_seq1_m.29638
Mannua_Ricinus.1468.nuc comp12505_c0_seq1_m.6209
Mannua_Ricinus.1469.nuc comp12506_c0_seq1_m.6213
Mannua_Ricinus.147.nuc comp10284_c0_seq1_m.4675
Mannua_Ricinus.1470.nuc comp12509_c0_seq1_m.6215
Mannua_Ricinus.1471.nuc comp12511_c0_seq1_m.6218
Mannua_Ricinus.1472.nuc comp12513_c0_seq1_m.6219
Mannua_Ricinus.1473.nuc comp12514_c0_seq1_m.22058
Mannua_Ricinus.1474.nuc comp12516_c0_seq1_m.16307
Mannua_Ricinus.1475.nuc comp12517_c0_seq1_m.6220
Mannua_Ricinus.1476.nuc comp12519_c2_seq1_m.33355
Mannua_Ricinus.1477.nuc comp12520_c0_seq3_m.28605
Mannua_Ricinus.1478.nuc comp12523_c0_seq1_m.6224
Mannua_Ricinus.1479.nuc comp12526_c0_seq2_m.32531
Mannua_Ricinus.148.nuc comp10285_c0_seq1_m.4676
Mannua_Ricinus.1480.nuc comp12532_c0_seq1_m.16870
Mannua_Ricinus.1481.nuc comp12533_c0_seq1_m.23902
Mannua_Ricinus.1482.nuc comp12534_c0_seq2_m.24593
Mannua_Ricinus.1483.nuc comp12536_c0_seq1_m.6235
Mannua_Ricinus.1484.nuc comp12537_c0_seq1_m.6236
Mannua_Ricinus.1485.nuc comp12539_c0_seq1_m.6238
Mannua_Ricinus.1486.nuc comp12540_c0_seq2_m.16555
Mannua_Ricinus.1487.nuc comp12541_c0_seq1_m.6239
Mannua_Ricinus.1488.nuc comp12542_c0_seq1_m.6240
Mannua_Ricinus.1489.nuc comp12544_c0_seq2_m.29685
Mannua_Ricinus.149.nuc comp10287_c0_seq1_m.4677
Mannua_Ricinus.1490.nuc comp12545_c0_seq1_m.17803
Mannua_Ricinus.1491.nuc comp12546_c0_seq1_m.6242
Mannua_Ricinus.1492.nuc comp12548_c0_seq2_m.16043
Mannua_Ricinus.1493.nuc comp12549_c0_seq1_m.6244
Mannua_Ricinus.1494.nuc comp12550_c0_seq1_m.6245
Mannua_Ricinus.1495.nuc comp12553_c0_seq1_m.6248
Mannua_Ricinus.1496.nuc comp12555_c0_seq1_m.19571
Mannua_Ricinus.1497.nuc comp12559_c0_seq2_m.26645
Mannua_Ricinus.1498.nuc comp12560_c0_seq1_m.6251
Mannua_Ricinus.1499.nuc comp12564_c0_seq1_m.32571
Mannua_Ricinus.15.nuc comp10031_c0_seq2_m.38934
Mannua_Ricinus.150.nuc comp10291_c0_seq2_m.37325
Mannua_Ricinus.1500.nuc comp12566_c0_seq1_m.6256
Mannua_Ricinus.1501.nuc comp12568_c0_seq1_m.6258
Mannua_Ricinus.1502.nuc comp12569_c0_seq1_m.6259
Mannua_Ricinus.1503.nuc comp1256_c0_seq1_m.332
Mannua_Ricinus.1504.nuc comp12571_c0_seq1_m.6261
Mannua_Ricinus.1505.nuc comp12572_c0_seq1_m.6264
Mannua_Ricinus.1506.nuc comp12573_c0_seq1_m.23204
Mannua_Ricinus.1507.nuc comp12574_c0_seq1_m.6265
Mannua_Ricinus.1508.nuc comp12575_c0_seq1_m.6266
Mannua_Ricinus.1509.nuc comp12576_c0_seq1_m.6267
Mannua_Ricinus.151.nuc comp10292_c0_seq1_m.4679
Mannua_Ricinus.1510.nuc comp12577_c0_seq1_m.6268
Mannua_Ricinus.1511.nuc comp12578_c0_seq1_m.28439
Mannua_Ricinus.1512.nuc comp12579_c0_seq1_m.23416
Mannua_Ricinus.1513.nuc comp12581_c0_seq2_m.19128
Mannua_Ricinus.1514.nuc comp12583_c0_seq1_m.6273
Mannua_Ricinus.1515.nuc comp12584_c0_seq1_m.6274
Mannua_Ricinus.1516.nuc comp12587_c0_seq1_m.6279
Mannua_Ricinus.1517.nuc comp12588_c0_seq3_m.21687
Mannua_Ricinus.1518.nuc comp12589_c0_seq1_m.26251
Mannua_Ricinus.1519.nuc comp12590_c0_seq1_m.6281
Mannua_Ricinus.152.nuc comp10294_c0_seq1_m.35124
Mannua_Ricinus.1520.nuc comp12592_c0_seq1_m.6282
Mannua_Ricinus.1521.nuc comp12593_c0_seq1_m.6283
Mannua_Ricinus.1522.nuc comp12594_c0_seq1_m.6285
Mannua_Ricinus.1523.nuc comp12596_c0_seq1_m.16787
Mannua_Ricinus.1524.nuc comp12597_c0_seq1_m.31280
Mannua_Ricinus.1525.nuc comp12598_c0_seq1_m.6288
Mannua_Ricinus.1526.nuc comp126041_c0_seq1_m.13554
Mannua_Ricinus.1527.nuc comp12607_c0_seq1_m.16801
Mannua_Ricinus.1528.nuc comp12608_c0_seq1_m.6296
Mannua_Ricinus.1529.nuc comp12609_c0_seq1_m.6297
Mannua_Ricinus.153.nuc comp10297_c0_seq1_m.4683
Mannua_Ricinus.1530.nuc comp12611_c0_seq3_m.29909
Mannua_Ricinus.1531.nuc comp12612_c0_seq1_m.6300
Mannua_Ricinus.1532.nuc comp12613_c0_seq1_m.6301
Mannua_Ricinus.1533.nuc comp12615_c0_seq1_m.28399
Mannua_Ricinus.1534.nuc comp12616_c0_seq1_m.6302
Mannua_Ricinus.1535.nuc comp126175_c0_seq1_m.13558
Mannua_Ricinus.1536.nuc comp12618_c0_seq1_m.6303
Mannua_Ricinus.1537.nuc comp12619_c0_seq4_m.22409
Mannua_Ricinus.1538.nuc comp12621_c0_seq1_m.6304
Mannua_Ricinus.1539.nuc comp12622_c0_seq1_m.6305
Mannua_Ricinus.154.nuc comp10298_c0_seq1_m.4684
Mannua_Ricinus.1540.nuc comp12623_c0_seq1_m.6306
Mannua_Ricinus.1541.nuc comp12624_c0_seq1_m.36832
Mannua_Ricinus.1542.nuc comp12625_c0_seq1_m.21212
Mannua_Ricinus.1543.nuc comp12627_c0_seq1_m.6307
Mannua_Ricinus.1544.nuc comp12628_c0_seq1_m.6308
Mannua_Ricinus.1545.nuc comp12629_c0_seq1_m.6309
Mannua_Ricinus.1546.nuc comp12632_c0_seq1_m.6314
Mannua_Ricinus.1547.nuc comp12633_c0_seq1_m.6315
Mannua_Ricinus.1548.nuc comp12636_c0_seq2_m.20294
Mannua_Ricinus.1549.nuc comp12640_c0_seq1_m.6320
Mannua_Ricinus.155.nuc comp10299_c0_seq2_m.17312
Mannua_Ricinus.1550.nuc comp126418_c0_seq1_m.13570
Mannua_Ricinus.1551.nuc comp12641_c0_seq1_m.6322
Mannua_Ricinus.1552.nuc comp12644_c0_seq1_m.6325
Mannua_Ricinus.1553.nuc comp12645_c0_seq1_m.6327
Mannua_Ricinus.1554.nuc comp12647_c0_seq1_m.6329
Mannua_Ricinus.1555.nuc comp12648_c0_seq1_m.6330
Mannua_Ricinus.1556.nuc comp12652_c0_seq1_m.6333
Mannua_Ricinus.1557.nuc comp12653_c0_seq1_m.6334
Mannua_Ricinus.1558.nuc comp12654_c0_seq1_m.6335
Mannua_Ricinus.1559.nuc comp12657_c0_seq3_m.19421
Mannua_Ricinus.156.nuc comp10300_c0_seq1_m.38524
Mannua_Ricinus.1560.nuc comp12659_c0_seq1_m.6336
Mannua_Ricinus.1561.nuc comp12660_c0_seq1_m.34752
Mannua_Ricinus.1562.nuc comp12661_c0_seq1_m.6337
Mannua_Ricinus.1563.nuc comp12662_c0_seq1_m.6341
Mannua_Ricinus.1564.nuc comp12663_c0_seq1_m.17740
Mannua_Ricinus.1565.nuc comp12664_c0_seq6_m.16536
Mannua_Ricinus.1566.nuc comp12665_c0_seq1_m.23173
Mannua_Ricinus.1567.nuc comp12667_c0_seq1_m.39069
Mannua_Ricinus.1568.nuc comp12667_c0_seq1_m.39070
Mannua_Ricinus.1569.nuc comp12668_c0_seq4_m.39156
Mannua_Ricinus.157.nuc comp10301_c0_seq1_m.4685
Mannua_Ricinus.1570.nuc comp12669_c0_seq1_m.37059
Mannua_Ricinus.1571.nuc comp12670_c0_seq1_m.6344
Mannua_Ricinus.1572.nuc comp12671_c0_seq1_m.6345
Mannua_Ricinus.1573.nuc comp12672_c0_seq1_m.6346
Mannua_Ricinus.1574.nuc comp12673_c0_seq1_m.16170
Mannua_Ricinus.1575.nuc comp12675_c0_seq1_m.26917
Mannua_Ricinus.1576.nuc comp12676_c0_seq1_m.6350
Mannua_Ricinus.1577.nuc comp12677_c0_seq1_m.6351
Mannua_Ricinus.1578.nuc comp12679_c0_seq1_m.23497
Mannua_Ricinus.1579.nuc comp12681_c0_seq1_m.6352
Mannua_Ricinus.158.nuc comp10305_c0_seq2_m.17396
Mannua_Ricinus.1580.nuc comp12682_c0_seq1_m.33783
Mannua_Ricinus.1581.nuc comp12683_c0_seq1_m.6353
Mannua_Ricinus.1582.nuc comp12685_c0_seq1_m.6354
Mannua_Ricinus.1583.nuc comp126864_c0_seq1_m.13591
Mannua_Ricinus.1584.nuc comp12686_c0_seq1_m.6356
Mannua_Ricinus.1585.nuc comp12690_c0_seq1_m.6359
Mannua_Ricinus.1586.nuc comp12692_c0_seq1_m.6361
Mannua_Ricinus.1587.nuc comp12693_c0_seq2_m.33735
Mannua_Ricinus.1588.nuc comp12695_c0_seq1_m.6363
Mannua_Ricinus.1589.nuc comp12696_c0_seq1_m.6365
Mannua_Ricinus.159.nuc comp10308_c0_seq2_m.22480
Mannua_Ricinus.1590.nuc comp12698_c0_seq1_m.6366
Mannua_Ricinus.1591.nuc comp12699_c0_seq1_m.6367
Mannua_Ricinus.1592.nuc comp12702_c0_seq1_m.19369
Mannua_Ricinus.1593.nuc comp12703_c0_seq1_m.16006
Mannua_Ricinus.1594.nuc comp12704_c0_seq1_m.6368
Mannua_Ricinus.1595.nuc comp12705_c0_seq1_m.6369
Mannua_Ricinus.1596.nuc comp12706_c0_seq1_m.6370
Mannua_Ricinus.1597.nuc comp12708_c2_seq1_m.31018
Mannua_Ricinus.1598.nuc comp12709_c0_seq1_m.6373
Mannua_Ricinus.1599.nuc comp12710_c0_seq2_m.30873
Mannua_Ricinus.16.nuc comp10032_c0_seq1_m.38859
Mannua_Ricinus.160.nuc comp10309_c0_seq1_m.4695
Mannua_Ricinus.1600.nuc comp12711_c0_seq1_m.6374
Mannua_Ricinus.1601.nuc comp12713_c0_seq1_m.6376
Mannua_Ricinus.1602.nuc comp12715_c0_seq1_m.6379
Mannua_Ricinus.1603.nuc comp12716_c0_seq1_m.6380
Mannua_Ricinus.1604.nuc comp12720_c0_seq1_m.6386
Mannua_Ricinus.1605.nuc comp12721_c0_seq2_m.21091
Mannua_Ricinus.1606.nuc comp12722_c0_seq2_m.32633
Mannua_Ricinus.1607.nuc comp12724_c0_seq1_m.6388
Mannua_Ricinus.1608.nuc comp127255_c0_seq1_m.13605
Mannua_Ricinus.1609.nuc comp12726_c0_seq1_m.6390
Mannua_Ricinus.161.nuc comp10310_c0_seq1_m.27076
Mannua_Ricinus.1610.nuc comp12727_c0_seq1_m.6393
Mannua_Ricinus.1611.nuc comp12728_c0_seq2_m.24989
Mannua_Ricinus.1612.nuc comp12728_c0_seq2_m.24991
Mannua_Ricinus.1613.nuc comp12732_c0_seq1_m.35587
Mannua_Ricinus.1614.nuc comp12734_c0_seq1_m.6396
Mannua_Ricinus.1615.nuc comp12735_c0_seq1_m.15931
Mannua_Ricinus.1616.nuc comp12736_c0_seq1_m.16440
Mannua_Ricinus.1617.nuc comp12739_c0_seq1_m.20191
Mannua_Ricinus.1618.nuc comp1273_c0_seq1_m.337
Mannua_Ricinus.1619.nuc comp12741_c0_seq1_m.6399
Mannua_Ricinus.162.nuc comp10311_c0_seq1_m.4696
Mannua_Ricinus.1620.nuc comp12742_c0_seq1_m.22089
Mannua_Ricinus.1621.nuc comp12743_c0_seq1_m.6400
Mannua_Ricinus.1622.nuc comp12744_c0_seq2_m.25192
Mannua_Ricinus.1623.nuc comp12747_c0_seq1_m.17539
Mannua_Ricinus.1624.nuc comp12750_c0_seq1_m.21248
Mannua_Ricinus.1625.nuc comp12752_c0_seq1_m.6405
Mannua_Ricinus.1626.nuc comp12757_c0_seq1_m.6408
Mannua_Ricinus.1627.nuc comp12758_c0_seq1_m.6411
Mannua_Ricinus.1628.nuc comp12760_c0_seq1_m.6414
Mannua_Ricinus.1629.nuc comp12761_c0_seq2_m.26490
Mannua_Ricinus.163.nuc comp10315_c0_seq1_m.29494
Mannua_Ricinus.1630.nuc comp12763_c0_seq1_m.37601
Mannua_Ricinus.1631.nuc comp12764_c0_seq1_m.18286
Mannua_Ricinus.1632.nuc comp12765_c0_seq2_m.28575
Mannua_Ricinus.1633.nuc comp12766_c0_seq1_m.29171
Mannua_Ricinus.1634.nuc comp12768_c0_seq5_m.30033
Mannua_Ricinus.1635.nuc comp12770_c0_seq1_m.6418
Mannua_Ricinus.1636.nuc comp12773_c0_seq1_m.6422
Mannua_Ricinus.1637.nuc comp12774_c0_seq1_m.6423
Mannua_Ricinus.1638.nuc comp12777_c0_seq1_m.6425
Mannua_Ricinus.1639.nuc comp12778_c0_seq1_m.23799
Mannua_Ricinus.164.nuc comp10322_c0_seq4_m.35421
Mannua_Ricinus.1640.nuc comp12779_c0_seq1_m.6426
Mannua_Ricinus.1641.nuc comp12780_c0_seq1_m.16360
Mannua_Ricinus.1642.nuc comp12781_c0_seq2_m.30282
Mannua_Ricinus.1643.nuc comp12783_c0_seq1_m.6428
Mannua_Ricinus.1644.nuc comp12784_c0_seq1_m.36355
Mannua_Ricinus.1645.nuc comp12785_c0_seq1_m.6429
Mannua_Ricinus.1646.nuc comp12786_c0_seq1_m.6430
Mannua_Ricinus.1647.nuc comp12787_c0_seq1_m.38741
Mannua_Ricinus.1648.nuc comp12787_c0_seq2_m.38744
Mannua_Ricinus.1649.nuc comp12790_c0_seq1_m.6432
Mannua_Ricinus.165.nuc comp10323_c0_seq1_m.23185
Mannua_Ricinus.1650.nuc comp12791_c0_seq1_m.32299
Mannua_Ricinus.1651.nuc comp12792_c0_seq1_m.6433
Mannua_Ricinus.1652.nuc comp12793_c0_seq1_m.27141
Mannua_Ricinus.1653.nuc comp12795_c0_seq1_m.25618
Mannua_Ricinus.1654.nuc comp12796_c0_seq1_m.6435
Mannua_Ricinus.1655.nuc comp12798_c0_seq1_m.37633
Mannua_Ricinus.1656.nuc comp12801_c0_seq1_m.6436
Mannua_Ricinus.1657.nuc comp12803_c0_seq1_m.6438
Mannua_Ricinus.1658.nuc comp12805_c0_seq1_m.6440
Mannua_Ricinus.1659.nuc comp12806_c0_seq1_m.32296
Mannua_Ricinus.166.nuc comp10326_c0_seq1_m.4704
Mannua_Ricinus.1660.nuc comp12814_c0_seq2_m.32489
Mannua_Ricinus.1661.nuc comp12815_c0_seq1_m.6442
Mannua_Ricinus.1662.nuc comp128166_c0_seq1_m.13640
Mannua_Ricinus.1663.nuc comp12817_c0_seq1_m.6444
Mannua_Ricinus.1664.nuc comp12819_c0_seq1_m.25187
Mannua_Ricinus.1665.nuc comp12821_c0_seq1_m.23591
Mannua_Ricinus.1666.nuc comp12822_c0_seq1_m.6448
Mannua_Ricinus.1667.nuc comp12825_c0_seq4_m.31718
Mannua_Ricinus.1668.nuc comp12830_c0_seq3_m.21347
Mannua_Ricinus.1669.nuc comp12831_c0_seq1_m.6453
Mannua_Ricinus.167.nuc comp10327_c0_seq1_m.4705
Mannua_Ricinus.1670.nuc comp12834_c0_seq1_m.6458
Mannua_Ricinus.1671.nuc comp12835_c0_seq2_m.21426
Mannua_Ricinus.1672.nuc comp12837_c0_seq1_m.18612
Mannua_Ricinus.1673.nuc comp12839_c0_seq1_m.25112
Mannua_Ricinus.1674.nuc comp12841_c0_seq2_m.16681
Mannua_Ricinus.1675.nuc comp12842_c0_seq1_m.6460
Mannua_Ricinus.1676.nuc comp12845_c0_seq1_m.16807
Mannua_Ricinus.1677.nuc comp12847_c0_seq1_m.36462
Mannua_Ricinus.1678.nuc comp12847_c0_seq1_m.36463
Mannua_Ricinus.1679.nuc comp12848_c0_seq1_m.6464
Mannua_Ricinus.168.nuc comp10328_c0_seq1_m.4706
Mannua_Ricinus.1680.nuc comp12850_c1_seq2_m.23003
Mannua_Ricinus.1681.nuc comp12854_c0_seq1_m.6466
Mannua_Ricinus.1682.nuc comp12855_c0_seq1_m.20081
Mannua_Ricinus.1683.nuc comp12856_c0_seq1_m.6468
Mannua_Ricinus.1684.nuc comp12857_c0_seq1_m.6469
Mannua_Ricinus.1685.nuc comp12863_c0_seq1_m.6472
Mannua_Ricinus.1686.nuc comp12864_c0_seq4_m.17892
Mannua_Ricinus.1687.nuc comp12866_c0_seq1_m.6473
Mannua_Ricinus.1688.nuc comp12867_c0_seq1_m.6474
Mannua_Ricinus.1689.nuc comp12870_c0_seq1_m.6478
Mannua_Ricinus.169.nuc comp10330_c0_seq1_m.4708
Mannua_Ricinus.1690.nuc comp12872_c0_seq1_m.6479
Mannua_Ricinus.1691.nuc comp12875_c0_seq1_m.6480
Mannua_Ricinus.1692.nuc comp12877_c0_seq1_m.6482
Mannua_Ricinus.1693.nuc comp12879_c0_seq1_m.6485
Mannua_Ricinus.1694.nuc comp12880_c0_seq1_m.6486
Mannua_Ricinus.1695.nuc comp12881_c0_seq1_m.6487
Mannua_Ricinus.1696.nuc comp12886_c0_seq1_m.6490
Mannua_Ricinus.1697.nuc comp12888_c0_seq1_m.6496
Mannua_Ricinus.1698.nuc comp12889_c0_seq1_m.6497
Mannua_Ricinus.1699.nuc comp12890_c0_seq1_m.6499
Mannua_Ricinus.17.nuc comp10032_c0_seq1_m.38860
Mannua_Ricinus.170.nuc comp10333_c0_seq1_m.4711
Mannua_Ricinus.1700.nuc comp12891_c0_seq1_m.6501
Mannua_Ricinus.1701.nuc comp12893_c0_seq9_m.17862
Mannua_Ricinus.1702.nuc comp12894_c0_seq1_m.6503
Mannua_Ricinus.1703.nuc comp12895_c0_seq1_m.6504
Mannua_Ricinus.1704.nuc comp12897_c0_seq1_m.6508
Mannua_Ricinus.1705.nuc comp12898_c0_seq1_m.6509
Mannua_Ricinus.1706.nuc comp12900_c0_seq1_m.21966
Mannua_Ricinus.1707.nuc comp12901_c0_seq1_m.6510
Mannua_Ricinus.1708.nuc comp12903_c0_seq1_m.6512
Mannua_Ricinus.1709.nuc comp12905_c0_seq1_m.6514
Mannua_Ricinus.171.nuc comp103346_c0_seq1_m.12951
Mannua_Ricinus.1710.nuc comp12907_c0_seq1_m.6516
Mannua_Ricinus.1711.nuc comp12908_c0_seq1_m.20000
Mannua_Ricinus.1712.nuc comp12909_c0_seq1_m.34035
Mannua_Ricinus.1713.nuc comp12910_c0_seq1_m.6520
Mannua_Ricinus.1714.nuc comp12912_c0_seq1_m.24622
Mannua_Ricinus.1715.nuc comp12916_c0_seq1_m.6524
Mannua_Ricinus.1716.nuc comp12917_c0_seq2_m.35803
Mannua_Ricinus.1717.nuc comp12918_c0_seq1_m.6527
Mannua_Ricinus.1718.nuc comp12919_c0_seq1_m.6528
Mannua_Ricinus.1719.nuc comp1291_c0_seq1_m.345
Mannua_Ricinus.172.nuc comp10334_c0_seq1_m.4713
Mannua_Ricinus.1720.nuc comp12921_c0_seq1_m.6532
Mannua_Ricinus.1721.nuc comp129226_c0_seq1_m.13670
Mannua_Ricinus.1722.nuc comp12922_c0_seq1_m.6533
Mannua_Ricinus.1723.nuc comp12926_c0_seq1_m.6535
Mannua_Ricinus.1724.nuc comp12927_c0_seq1_m.26797
Mannua_Ricinus.1725.nuc comp12928_c0_seq1_m.6538
Mannua_Ricinus.1726.nuc comp12931_c0_seq1_m.6542
Mannua_Ricinus.1727.nuc comp12933_c0_seq3_m.30903
Mannua_Ricinus.1728.nuc comp12934_c0_seq1_m.6545
Mannua_Ricinus.1729.nuc comp12936_c0_seq1_m.32113
Mannua_Ricinus.173.nuc comp10336_c0_seq1_m.37748
Mannua_Ricinus.1730.nuc comp12938_c0_seq1_m.35406
Mannua_Ricinus.1731.nuc comp12939_c0_seq1_m.6548
Mannua_Ricinus.1732.nuc comp12940_c0_seq1_m.6549
Mannua_Ricinus.1733.nuc comp12941_c0_seq1_m.6550
Mannua_Ricinus.1734.nuc comp12942_c0_seq1_m.6551
